placeName as written	Kima_Id	URI	Primary_Latin	Primary_Hebrew
Germany	TBA			
Russia	TBA			
Daliyat al-Karmil (Israel)	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Galicia, Poland/Ukraine	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Susuman, Russia	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Taibeh, Israel	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Buer (Gelsenkirchen, Germany)	TBA			
Russia	TBA			
Germany	TBA			
éåæ'áôå, Hungary	TBA			
ñåìá÷é, Poland	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Meknès (Morocco)	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Frankfurt, Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Gaza, Palestine	TBA			
Sakhalin, Russia	TBA			
Russia	TBA			
Russia	TBA			
Daliyat al-Karmil (Israel)	TBA			
Daliyat al-Karmil (Israel)	TBA			
Daliyat al-Karmil (Israel)	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Meknès (Morocco)	TBA			
Kafr Yasif (Israel)	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Bet She'an Valley (Israel)	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Yizreʻel (Israel)	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Pervomaysk, Ukraine	TBA			
Russia	TBA			
Rammi, Israel	TBA			
Kafar Makh'er, Israel	TBA			
Bait Jan (Israel)	TBA			
Rovno, Ukraine	TBA			
Rīga (Latvia)	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Cuba	TBA			
Cuba	TBA			
Cuba	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Goulmima, Morocco	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
ö'øìå (?), Greece	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Cuba	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Cuba	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
ö'øìå (?), Greece	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Yang City, He Nan Province, China	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Lisle, France	TBA			
Sagua La Grande (Cuba)	TBA			
Cuba	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Waterville (Minn.)	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Hamm, Germany	TBA			
Villefranche sur Saone, France	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Novo-georgiyevsk, Ukraine	TBA			
Germany	TBA			
Shklov, Mogilev, Belarus	TBA			
Germany	TBA			
Rīga (Latvia)	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
ö'øìå (?), Greece	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Darién (Colombia)	TBA			
São Paulo (Brazil)	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Oels Schlesien, Germany	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Büren an der Aare (Switzerland)	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Kalinkovichi Polesye	TBA			
Novo-Minsk	TBA			
Dukor	TBA			
Kazanka (Bulgaria)	TBA			
Trytki	TBA			
Maisiagala	TBA			
Nowgorod Sjewersk	TBA			
Pinsk?	TBA			
Ligum	TBA			
Paşcani (Romania)	TBA			
Rīga (Latvia)	TBA			
Volodarsk-Volynskiy	TBA			
Russia	TBA			
Shweckshne	TBA			
Russia	TBA			
Mantua?	TBA			
Tulʹchyn (Ukraine)	TBA			
Pomortsy	TBA			
Gologory	TBA			
Sepolno Krasinskie	TBA			
Buk	TBA			
Byalynichy	TBA			
Russia	TBA			
Grójec (Radom, Poland)	TBA			
Volochysk	TBA			
Nieszawa (Poland)	TBA			
Kusnica	TBA			
Stvoloviche	TBA			
Kelem	TBA			
Kopatkevichi	TBA			
Yaltushkow	TBA			
Berezion	TBA			
Lewkow	TBA			
Boyarka	TBA			
Bar	TBA			
Smotrych	TBA			
Zemplen, Satoraljaujhely	TBA			
Pochepy	TBA			
Vaivirzenai	TBA			
Mrozy (Siedlce, Poland)	TBA			
Kodyma	TBA			
Trostenets	TBA			
Maramaros	TBA			
Russia	TBA			
Bledowko	TBA			
Tiszabő (Hungary)	TBA			
Damienesti	TBA			
Druja	TBA			
Panciu	TBA			
Lapos	TBA			
Hungary?	TBA			
Brest	TBA			
Wiliampoles Slabada	TBA			
Kulikov	TBA			
Kishinev Bessarabia	TBA			
Wojcieszów (Poland)	TBA			
Vienna?	TBA			
Sheimeljany	TBA			
Suchocin	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
ö'øìå (?), Greece	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Frankfurt, Germany	TBA			
Russia	TBA			
Daliyat al-Karmil (Israel)	TBA			
Germany	TBA			
Berehove (Ukraine)	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Galicia, Poland/Ukraine	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Rīga (Latvia)	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Rīga (Latvia)	TBA			
Germany	TBA			
Germany	TBA			
Wassenaar (Netherlands)	TBA			
Rīga (Latvia)	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Grodno, Poland	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Meknès (Morocco)	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Zernigow, Russia	TBA			
Germany	TBA			
Russia	TBA			
Europe	TBA			
Galicia, Poland/Ukraine	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Galicia, Poland/Ukraine	TBA			
Germany	TBA			
Ginsburg, Germany	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Galicia, Poland/Ukraine	TBA			
Russia	TBA			
Germany	TBA			
Russia	TBA			
Russia	TBA			
Russia	TBA			
Givat Haim Ihud, Israel	TBA			
Daliyat al-Karmil (Israel)	TBA			
Russia	TBA			
Kfar Merar, Israel	TBA			
Russia	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Kefar Etsyon (West Bank)	TBA			
Laryia, Negev, Israel	TBA			
Baka al R'arbiyya (Israel)	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
øéñ÷, Lithuania	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Cuba	TBA			
Germany	TBA			
Germany	TBA			
Cuba	TBA			
Germany	TBA			
Germany	TBA			
Germany	TBA			
Russia	TBA			
Germany	TBA			
Germany	TBA			
Rīga (Latvia)	TBA			
Marrakech (Morocco)	TBA			
Kazimierz	TBA			
Russia	TBA			
Vinnytsa	TBA			
Pereiaslav	TBA			
Pavoloch	TBA			
Zamoszczyn	TBA			
Monastyrshchinskiĭ raĭon (Russia)	TBA			
Birlad (Romania)	TBA			
Vychodoslovensky Lipany	TBA			
Chėrykaŭ (Belarus)	TBA			
Sa'mson	TBA			
Gorki	TBA			
Karlsruhe	TBA			
Gross Glogau	TBA			
Maliaty	TBA			
Kruki	TBA			
Mihaly	TBA			
Berlin?	TBA			
Rausnitz	TBA			
Romany	TBA			
Rīga (Latvia)	TBA			
Chelm	TBA			
Wezhbolovo	TBA			
Mantua?	TBA			
Fès (Morocco)	TBA			
Venice?	TBA			
Odryzyn	TBA			
Novii-Dvor	TBA			
Nusfalau	TBA			
Nagymarton ,Mattersdorf	TBA			
Miroslaw	TBA			
Piedmont	TBA			
Antokol	TBA			
Liubche	TBA			
Derenburg near Halberstadt, Germany	TBA			
Fès (Morocco)	TBA			
Germany?	TBA			
Ianishar	TBA			
Galicia, Poland?	TBA			
Luck	TBA			
Germany	TBA			
Germany	TBA			
Nowo-Alexandrowsk	TBA			
Pomorzany	TBA			
Algiers?	TBA			
Vienna?	TBA			
Russia?	TBA			
Kamenets	TBA			
Hamburg or Altona, Germany	TBA			
Fès (Morocco)	TBA			
Meknès (Morocco)	TBA			
Glogow	TBA			
Guadalajara	TBA			
Zgierg, Poland	TBA			
Veliona	TBA			
Yampol	TBA			
Bukarov	TBA			
Mihalovce, Nagy Mihaly	TBA			
Nyitra ,Neutra	TBA			
Dispeck	TBA			
Losha	TBA			
Zalozhtsy	TBA			
Zalozhtsy	TBA			
Tolosa	TBA			
Makow	TBA			
Vegeriai	TBA			
Istanbul?	TBA			
Brest	TBA			
Budapest?	TBA			
France? Germany?	TBA			
Nowy Wiśnicz (Poland)	TBA			
Saros	TBA			
Volkovisk	TBA			
Seredniki	TBA			
Yampol	TBA			
Chmielnik	TBA			
Shăki (Azerbaijan)	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Nagy-Rakocz	TBA			
Fejer	TBA			
Slavonski Brod (Croatia)	TBA			
Panevezio	TBA			
Ivankov	TBA			
Lyskovo (Gorʹkovskai︠a︡ oblastʹ, R.S.F.S.R.)	TBA			
Glubokoe	TBA			
Germany	TBA			
Tétouan (Morocco)	TBA			
Schumyatschi	TBA			
Rubzevichi	TBA			
Kedaniai	TBA			
Naumiestis -Sirvintai	TBA			
Jerusalem?	TBA			
Sadgura	TBA			
Mikulov?	TBA			
Prostibor	TBA			
Mosonszentpeter	TBA			
Gyomoro	TBA			
Zemplen	TBA			
Baghdad?	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Jezierzany	TBA			
Manheim (Germany)	TBA			
Michalischki	TBA			
Dub	TBA			
Miadziol	TBA			
Salford (Greater Manchester, England)	TBA			
Wierzbowce	TBA			
Karlovka	TBA			
Aleksandrovskoe ,Naumestis	TBA			
Sarkoz-Ujlak	TBA			
Mstibovo	TBA			
Siniava	TBA			
Rokita	TBA			
Zhovten	TBA			
Lublin?	TBA			
Poland?	TBA			
Fès (Morocco)	TBA			
Petrikov	TBA			
Mikhailovo	TBA			
Rabat (Morocco)	TBA			
Galos-Petreu	TBA			
Salantai	TBA			
Merkiai ,Merecz	TBA			
Moshki	TBA			
Galicia, Poland?	TBA			
Hancesti	TBA			
Krasnoluki	TBA			
Kolko'w	TBA			
Ozhgorod	TBA			
Plungiany	TBA			
Novo-Konstantinov	TBA			
Poczajow	TBA			
Temesvar, Timisoara	TBA			
Transylvania, Oradea	TBA			
Rendek	TBA			
Katerynoslav (Ukraine)	TBA			
Derbyshire, Cromford	TBA			
Grodno, Suisloc	TBA			
Ostrogozhsk (R.S.F.S.R.)	TBA			
Wisniewo	TBA			
Elizavetgrad	TBA			
Brest	TBA			
Bobr	TBA			
Lukatz	TBA			
Kira'lymezoe	TBA			
Belʹt︠s︡y (Moldavian S.S.R.)	TBA			
Berezino (Minskai︠a︡ voblastsʹ, Belarus)	TBA			
Salé (Morocco)	TBA			
Dobra (Serbia)	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
romylʹ (Ukraine)	TBA			
Zbaraz	TBA			
Galicia, Poland?	TBA			
Gorbe-Pinczehely	TBA			
Brikovshchina	TBA			
Marshall County (Iowa)	TBA			
Horoshki	TBA			
Kingston	TBA			
Taxisco Santa Rosa	TBA			
Karelichy	TBA			
Brestovitsa Velikaia	TBA			
Volpa	TBA			
Preston	TBA			
Hegyalja Mad	TBA			
Lipnishok	TBA			
Piova	TBA			
North Africa?	TBA			
Zadniszowka	TBA			
Tunis?	TBA			
Chmielnik	TBA			
Turiisk	TBA			
Gvardeyskoye	TBA			
Russia	TBA			
Poland?	TBA			
Poland?	TBA			
Losha	TBA			
Zay Ugroc	TBA			
romylʹ (Ukraine)	TBA			
Poppenlauer	TBA			
Savran	TBA			
Tomaszow	TBA			
Govda	TBA			
Newel	TBA			
Prerau	TBA			
Alsokubin	TBA			
Korstyn	TBA			
Fuelek	TBA			
Siebenlehn	TBA			
Meknès (Morocco)	TBA			
Pohorelice ,Pohrlitz	TBA			
Poland?	TBA			
Dzygowka	TBA			
Marinsk	TBA			
Okopy	TBA			
Groznyĭ (Russia)	TBA			
Dnipropetrovsʹk (Ukraine)	TBA			
Krymskai︠a︡ oblastʹ (Ukraine)	TBA			
Gel'vany	TBA			
Zbaraz	TBA			
Galgoc	TBA			
Gloduri	TBA			
Kalinino (Chitinskai︠a︡ oblastʹ, Russia)	TBA			
Druskenik	TBA			
Salant	TBA			
Novgorod - Wohlinsk	TBA			
Germany	TBA			
Diatkowce	TBA			
Dallakau	TBA			
Rīga (Latvia)	TBA			
I︠A︡voriv (Lʹvivsʹka oblastʹ, Ukraine)	TBA			
Krinki	TBA			
Katerynoslav (Ukraine)	TBA			
Woodley	TBA			
Jerusalem?	TBA			
Žinkovy (Czech Republic)	TBA			
Dabrowice	TBA			
Cuenca	TBA			
Hamm, Germany	TBA			
Rīga (Latvia)	TBA			
Kimberley	TBA			
Kovel	TBA			
Pruchnik	TBA			
Malut, Maliaty	TBA			
Shchadryn	TBA			
Liakhovichi	TBA			
Jauer (Germany)	TBA			
Nyirmada	TBA			
Uzda	TBA			
Liska	TBA			
Yorks	TBA			
Floetenstein	TBA			
Skalbmierz, Skalmierz	TBA			
Szwieksznas	TBA			
Galicia, Poland?	TBA			
Kansas City	TBA			
Djurdjevac, Durdevac	TBA			
Olaszliszka	TBA			
Berehove (Ukraine)	TBA			
Jezierzany	TBA			
Mengzi Xian (China)	TBA			
Danilovich	TBA			
Uzventis	TBA			
Luck	TBA			
Augusto'w	TBA			
Brest?	TBA			
Novoukraïnsʹkyĭ raĭon (Ukraine)	TBA			
Sherman	TBA			
Chornivka (Ukraine)	TBA			
Giedrojcie	TBA			
Riegersburg	TBA			
Merech	TBA			
Sighetul	TBA			
Djebel	TBA			
Parczow	TBA			
Janowo	TBA			
Briceva	TBA			
Sluck	TBA			
Mikhalishki	TBA			
Jadow	TBA			
Karlsruhe	TBA			
Lutsk	TBA			
Germany	TBA			
Kobelyaki	TBA			
Raudnitz, Roudnice nad Labem	TBA			
Nowe Z'agory	TBA			
Bazalja	TBA			
Verkh'nednieprovsk	TBA			
Brest	TBA			
Oziernica	TBA			
El Hamma	TBA			
Savannah	TBA			
Tabajd	TBA			
Jabneel?	TBA			
Zhlobin	TBA			
Nameszto	TBA			
Opotow	TBA			
Jezow (Poland)	TBA			
Salant	TBA			
Kozlowszczyna	TBA			
Melnik	TBA			
Talsi (Latvia)	TBA			
Duenaburg	TBA			
Howard	TBA			
Zalozhtsy	TBA			
Zalozhtsy	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Berinden	TBA			
Mandel	TBA			
Zabeln, Sabile	TBA			
Kromeriz, Kremsier	TBA			
Sloboda	TBA			
Melnik	TBA			
Nemmirov	TBA			
Novogrodok	TBA			
Rainham (Essex, England)	TBA			
Busk-Zdroj	TBA			
Krevo	TBA			
Hochheim	TBA			
Talsi, Talsen	TBA			
Magnuszew (Poland)	TBA			
Barcelona?	TBA			
Makow	TBA			
Batiza	TBA			
Pomoryany	TBA			
Veprovac	TBA			
Podhejce	TBA			
Grójec (Radom, Poland)	TBA			
Naumiestis	TBA			
Bohumin	TBA			
P̌reštice (Czechoslovakia)	TBA			
Mauravia	TBA			
Otfinow	TBA			
Zhornishche	TBA			
Nowosiolka	TBA			
Lugoj (Romania)	TBA			
Premyslany	TBA			
Hantsevichi	TBA			
Tétouan (Morocco)	TBA			
Iwankow	TBA			
Unnāo (India : District)	TBA			
Usadʹba Mikhaĭlovka (Russia)	TBA			
National library of Israel	TBA			
N.Y.	TBA			
Studenki	TBA			
Turzysk, Turiisk	TBA			
Nyitra	TBA			
Kowel	TBA			
Angus (Scotland)	TBA			
Tønder (Denmark)	TBA			
Russia	TBA			
Kun-Madaras	TBA			
Dzieciol	TBA			
Z'olynia	TBA			
Gruzdziai	TBA			
Lubien	TBA			
Frankenberg (Saxony, Germany)	TBA			
Stojanow	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Russia	TBA			
Bilʹsʹk (Poltavsʹka oblastʹ, Ukraine)	TBA			
Nowosiolka	TBA			
Siady	TBA			
Papa	TBA			
Ozeryany	TBA			
Ozeryany, Jezierzany	TBA			
Grimaylov	TBA			
Viliampoles Slabada, Slobodka	TBA			
Szczebrzezyn	TBA			
Brest	TBA			
Izakonuha ,Kuhea	TBA			
Solomianka	TBA			
Shchedrin	TBA			
Stawischtsche	TBA			
Russia	TBA			
Russia	TBA			
Utene	TBA			
Ruzhin	TBA			
Izmir?	TBA			
Rizhitsa	TBA			
Brunava, Latvia	TBA			
Venice?	TBA			
Izmir?	TBA			
Plesniany	TBA			
Glenguin	TBA			
Vilna?	TBA			
Borowka	TBA			
Brzersko	TBA			
Terespol	TBA			
Genichesk	TBA			
Volochisk	TBA			
Modena?	TBA			
Skoudas	TBA			
Turiisk	TBA			
Ivankov (Ukraine)	TBA			
Lvov?	TBA			
Gelnhausen	TBA			
Nowemiasto	TBA			
Izmir?	TBA			
Dubrovyt︠s︡i︠a︡ (Ukraine)	TBA			
Kamensk	TBA			
Rīga (Latvia)	TBA			
Piatnica	TBA			
Brest	TBA			
Potoki (Slovenia)	TBA			
Piatra	TBA			
Monastyrshchinskiĭ raĭon (Russia)	TBA			
Dolina	TBA			
Poland?	TBA			
Northhumberland	TBA			
Friedrichstadt, Jaunjelgava	TBA			
Sura	TBA			
Kaliningrad	TBA			
Magymarton	TBA			
Hajdúszoboszló (Hungary)	TBA			
Zhvanets	TBA			
Hamburg-Altona (Hamburg, Germany)	TBA			
Amsterdam? Poland?	TBA			
Tétouan (Morocco)	TBA			
Russia	TBA			
Steipsk, Poland	TBA			
Skiemonys	TBA			
Drammen (Norway)	TBA			
Staraia Belitsa	TBA			
Kuldiga, Goldingen	TBA			
Reḥovot (Israel)	TBA			
Radautz (Romania)	TBA			
Dunayev	TBA			
Berkeley Springs (W. Va.)	TBA			
Russia	TBA			
Vulka Pinsk	TBA			
Seine-et-Marne, Meaux	TBA			
Girtakol,Girkalnis	TBA			
Russia	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Krylow	TBA			
Strzeliska	TBA			
Turino	TBA			
Olita	TBA			
Kryski	TBA			
Pumpenai ,Pompiany	TBA			
Vilna?	TBA			
Hulai-Pole	TBA			
Ayr (Scotland)	TBA			
Tukums ,Tuckum	TBA			
Chorlton	TBA			
Périgueux (France)	TBA			
Stryków (Łódź, Poland)	TBA			
Strzeliska	TBA			
Poland?	TBA			
Heves ,Csa'ny	TBA			
Leordina	TBA			
Traby	TBA			
Kauleliskis	TBA			
Perm	TBA			
Steuben	TBA			
Brest	TBA			
Novaya Mysh (Belarus)	TBA			
Kefe	TBA			
Germany? Poland?	TBA			
Russia	TBA			
Wiazyn	TBA			
Bar	TBA			
Chodziez ,Kolmar	TBA			
Zhelehov	TBA			
Mainz (Germany)	TBA			
Tel Aviv?	TBA			
Nowy Dwor	TBA			
Sinaisk	TBA			
Yedintsy	TBA			
Pohost	TBA			
Lvov?	TBA			
Trostanets	TBA			
Schwalbach (Saarland, Germany)	TBA			
Borsuki	TBA			
Brest	TBA			
Khankholoi	TBA			
HOHNHURST	TBA			
Chmielnik	TBA			
Warsaw?	TBA			
Plunge ,Plungiany	TBA			
Mill Springs (Ky.)	TBA			
Przerosle	TBA			
Orshah Abraham	TBA			
Ress am Rhein	TBA			
Spain?	TBA			
Nadas	TBA			
Koenigsburg	TBA			
Warsaw?	TBA			
Terespol	TBA			
Brockston	TBA			
Debdou (Morocco)	TBA			
Germany	TBA			
Niagara Falls	TBA			
Fès (Morocco)	TBA			
Liatskovo	TBA			
Tétouan (Morocco)	TBA			
Wisznice (Poland)	TBA			
Janowo	TBA			
Kopcseny ,Kitsse	TBA			
Leighton Buzzard (England)	TBA			
Latyczow ,Letichev	TBA			
Telschi	TBA			
Luck	TBA			
Nowy Dwor	TBA			
Rychbach ,Reichenbach	TBA			
Stavropol	TBA			
Grodno Dyatlovo	TBA			
Saurimo, Angola	TBA			
Henrique de Carvalho, Angola	TBA			
Zolochiv, Ukraine	TBA			
Ballyhaunis, Ireland	TBA			
Yeremichi, Belarus	TBA			
Ḳiryat Byaliḳ (Israel)	TBA			
פולין, ישראל	TBA			
Fès (Morocco)	TBA			
Minsk?	TBA			
Atkarsk	TBA			
Lyubar	TBA			
Bilʹsʹk (Poltavsʹka oblastʹ, Ukraine)	TBA			
Golovanevsk	TBA			
Staraia Kutlia	TBA			
Rowne	TBA			
Makow	TBA			
Sussex	TBA			
Malecz	TBA			
Belozerie	TBA			
Aubusson (France)	TBA			
Miava	TBA			
Mstislav Mogilev	TBA			
Russia	TBA			
Germany	TBA			
Fès (Morocco)	TBA			
Moiseu Maramures	TBA			
Dubetsko	TBA			
Rodzol	TBA			
Saint-Leons Aveyron	TBA			
Hunfalva (Slovakia)	TBA			
Zemplen	TBA			
Salem	TBA			
Nagysallo	TBA			
Semiatichi	TBA			
Russia	TBA			
Iloncza	TBA			
topilʹ (Ukraine)	TBA			
Oberentfelden (Switzerland)	TBA			
Galicia (Ukrain)	TBA			
Wielopole	TBA			
Russia	TBA			
Haute Marne	TBA			
Edinets	TBA			
Ustrzyki-Dolne	TBA			
Miskowitz	TBA			
Verbo	TBA			
Lagan	TBA			
Snitkov	TBA			
Saturaljaujhely	TBA			
Hodasz	TBA			
Plotnica	TBA			
Plymouth	TBA			
Tassiussak	TBA			
Bulgaria סמוקוב	TBA			
Plotnica	TBA			
Nagysallo	TBA			
Westwell (Oxford, England)	TBA			
City Ford	TBA			
Bijeljina (Bosnia and Hercegovina)	TBA			
Krynica Wies	TBA			
Lozova (Ternopilʹsʹka oblastʹ, Ukraine)	TBA			
Nowy Sals	TBA			
Russia	TBA			
Sinicolaw Mare	TBA			
Gyorkony	TBA			
Hamburg-Altona (Hamburg, Germany)	TBA			
Liubcha	TBA			
Radsiwilischki	TBA			
Zlocew	TBA			
Berozovka Poltava	TBA			
Troizkoje	TBA			
Lyubar	TBA			
Grabów nad Prosna (Poland)	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Russia	TBA			
Przemyls	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Glogow	TBA			
Dvorets	TBA			
Wolbrom	TBA			
Kantankusenka	TBA			
Iuenets	TBA			
Uzventis	TBA			
Verbove	TBA			
Papa	TBA			
Port-Au-Prince	TBA			
Chereya	TBA			
Kedaniai	TBA			
Krewo	TBA			
Glogow Silesia	TBA			
Dollendorf	TBA			
Szczuczyn Lomza	TBA			
Damienesti	TBA			
Moravska-Ostrava	TBA			
Mioseu	TBA			
Dzerzhinsk	TBA			
Kulikov	TBA			
Belikovka	TBA			
Russia	TBA			
Roz'niatow	TBA			
Stolpce	TBA			
Russia?	TBA			
Monastyrshchinskiĭ raĭon (Russia)	TBA			
Valea-lui-Mihai	TBA			
Radzilow Bialystok	TBA			
Stutzhaus	TBA			
Mallorca	TBA			
Randegg (Germany)	TBA			
Shoam, Is	TBA			
Krakonowa	TBA			
Glens Falls (N.Y.)	TBA			
Fresnillo (Mexico)	TBA			
Zhurawno	TBA			
Gehrla	TBA			
Hürben (Germany)	TBA			
Vaikulyanskaya	TBA			
Hidalmas	TBA			
Piwniczna (Poland)	TBA			
Yablonka	TBA			
Vapniarka	TBA			
Dueren	TBA			
Semmenstadt	TBA			
Tunis?	TBA			
Hudson	TBA			
Novo Konstantinov	TBA			
Russia	TBA			
Kaliningrad	TBA			
Wekschni	TBA			
Boonville (N.Y.)	TBA			
Posnan,Leszno	TBA			
Zaleskchiki	TBA			
Italy?	TBA			
Pilawa	TBA			
Tarnów (Województwo Małopolskie, Poland)	TBA			
Podzalow?	TBA			
Pomerzany	TBA			
London?	TBA			
Wielkie Oczy	TBA			
Vienna? Prague?	TBA			
Tulʹchyn (Ukraine)	TBA			
Ianov	TBA			
Nikolayev	TBA			
Mantua?	TBA			
Russia	TBA			
Jerusalem?	TBA			
Miava	TBA			
Wilkomierz, Vilkomir	TBA			
Nagy Szollos	TBA			
Kamenka	TBA			
Nagy-Szent Miklos	TBA			
Kopyckintsy	TBA			
Russia	TBA			
Bolshovtsy	TBA			
Slobodskoĭ (Kirovskai︠a︡ oblastʹ, Russia)	TBA			
Muzeon Erez Yisrael (Tel Aviv)	TBA			
Muzeon Erez Yisrael (Tel Aviv)	TBA			
Transylvany	TBA			
Kopyczynce	TBA			
Zalesczyki	TBA			
romylʹ (Ukraine)	TBA			
Mainz (Germany)	TBA			
Russia	TBA			
Pilien	TBA			
Przemyslany	TBA			
Tahancho	TBA			
Miechow	TBA			
Krolevets	TBA			
Szerednye	TBA			
Zboro	TBA			
Klasno	TBA			
Walsall (England)	TBA			
Orosladany	TBA			
Alpine	TBA			
Nagyszombat ,Trnava	TBA			
Russia	TBA			
Piryatin	TBA			
Fès (Morocco)	TBA			
Briceni (Moldova : Raionul)	TBA			
Russia	TBA			
Nosovka	TBA			
Jerusalem?	TBA			
Jaszuny	TBA			
Mantua?	TBA			
Poland?	TBA			
Prague?	TBA			
Koenigsburg	TBA			
Kalinino (Chitinskai︠a︡ oblastʹ, Russia)	TBA			
